time,temperature_2m_f,relative_humidity_2m_pct,precipitation_inch,dew_point_2m_f,apparent_temperature_f,rain_inch,snowfall_inch,snow_depth_ft,cloud_cover_pct,wind_speed_10m_mph,wind_speed_100m_mph,wind_direction_10m_deg,wind_direction_100m_deg,wind_gusts_10m_mph
2000-10-22T06:00,56.9,90,0,54,55,0,0,0,3,7.4,13.3,123,130,12.5
2000-10-22T07:00,56.2,89,0,53.1,53.8,0,0,0,0,8,14.8,126,131,13.6
2000-10-22T08:00,56,88,0,52.5,53.2,0,0,0,0,8.5,14.4,127,131,14.5
2000-10-22T09:00,57.1,83,0,52,54,0,0,0,0,8.7,12.8,130,131,16.3
2000-10-22T10:00,58.5,78,0,51.7,55.6,0,0,0,0,8.2,10.8,135,137,17.4
2000-10-22T11:00,60.3,74,0,51.9,57.8,0,0,0,0,7.4,9.6,139,143,17
2000-10-22T12:00,62,72,0,52.9,60.1,0,0,0,46,6.7,8.8,138,144,16.3
2000-10-22T13:00,63.5,71,0,53.8,62.2,0,0,0,91,6.4,8.4,126,136,15
2000-10-22T14:00,64.8,71,0,55.1,63.6,0,0,0,99,6.6,8.6,118,127,13.6
2000-10-22T15:00,65.3,71,0,55.7,64.5,0,0,0,94,6.1,8.1,118,129,13.4
2000-10-22T16:00,65.5,72,0,56.3,64.8,0,0,0,91,6.4,8.5,108,120,12.3
2000-10-22T17:00,65,74,0,56.6,65.1,0,0,0,94,4.8,7.3,103,117,11.9
2000-10-22T18:00,64.3,76,0,56.6,64.4,0,0,0,99,4.7,8.4,87,107,11
2000-10-22T19:00,63.8,78,0,56.9,63.9,0,0,0,97,5.2,10.1,100,115,10.3
2000-10-22T20:00,63.3,80,0,57.2,63.5,0,0,0,94,5.1,11.2,119,127,9.8
2000-10-22T21:00,62.8,81,0,57.1,62.9,0,0,0,75,5.2,11.6,133,140,10.7
2000-10-22T22:00,62.6,82,0,57,62.3,0,0,0,82,6,12.9,135,143,12.1
2000-10-22T23:00,62.4,82,0,56.8,62,0,0,0,90,6.2,13.2,139,146,13
